충전소아이디,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처,등록일자
383,서귀포의료원,제주특별자치도 서귀포시 동홍동 1530-2,장례식장 서측 주차장,33.25623,126.564014,주중/주말 : 24시간,1899-2100,2017-02-27
406,도두동 주민센터,제주특별자치도 제주시 도두1길 9-1,주민센터 맞은편,33.50311,126.468194,주중/주말 : 24시간,1899-2100,2017-02-27
376,사상구청 부설주차장,부산광역시 사상구 감전동 138-8,주차장 진입후 사상구 보건소 앞쪽 주차면,35.1523437,128.9913258,24시간,1899-2100,2017-02-27
390,가납공영주차장,경기도 양주시 광적면 삼일로 20,1층주차장(정문에서 우측),37.820975,126.987485,주중/주말 : 24시간,1899-2100,2017-02-27
315,무주지사,전북특별자치도 무주군 무주읍 죽향로 31-16,지사 주차장 출입구 옆,36.008981,127.654752,24시간,1899-2100,2017-02-27
300,포천지사,경기도 포천시 원모루로 12,1층주차장(입구에서 좌측),37.890157,127.19497,주중/주말 : 06시~23시,1899-2100,2017-02-27
311,태안지사,충청남도 태안군 태안읍 남문리 692-5,정문에서 좌측 지상주차장,36.747537,126.298746,24시간,1899-2100,2017-02-27
373,부산대남측,부산광역시 금정구 부곡동 441-27,주차장 진입후 오른쪽 주차면,35.22769578,129.0892698,24시간,1899-2100,2017-02-27
372,명륜역,부산광역시 동래구 명륜동 741,주차장 진입후 오른쪽 주차면,35.21355415,129.0805292,24시간,1899-2100,2017-02-27
382,난산리 다목적회관,제주특별자치도 서귀포시 성산읍 난산리 1108,회관동측 주차장,33.401291,126.870952,24시간,1899-2100,2017-02-27
395,구로4동 주택가 공동,서울특별시 구로구 구로동 741-44,지상주차장 좌측,37.48951559,126.8868979,주중/주말 : 06시~23시,1899-2100,2017-02-27
400,LH전북본부,"전북특별자치도 전주시 완산구 홍산로 158 (효자동2가, 한국토지주택공사 전북본부)",지하 3층 주차장(구역 102동 B3 44),35.807581,127.104901,"평일07~19시,공휴일/휴일 이용불가",1899-2100,2017-02-27
402,LH대구경북본부,대구광역시 달서구 상화로 272,지하주차장(안쪽 우측),35.807675,128.543916,주중/주말 : 09시~20시,1899-2100,2017-02-27
269,양양지사,강원특별자치도 양양군 양양읍 서문리 124,지사주차장,38.07245,128.617897,주중/주말 : 06시~23시,1899-2100,2017-02-27
278,기장지사,부산광역시 기장군 기장읍 청강리 154-6,기장지사 사옥 내 주차장(2층),35.234832,129.219646,24시간,1899-2100,2017-02-27
380,LH경남본부,경상남도 창원시 성산구 용호동 4-2,입구앞,35.23261816,128.686507,주중/주말 : 24시간,1899-2100,2017-02-27
388,고창시험센터,전북특별자치도 고창군 상하면 용정리 1268,시험장 주차장,35.45390438,126.4503846,주중/주말 : 06시~23시,1899-2100,2017-02-27
354,양동시장 공영주차장,광주광역시 서구 양동 5-31,(실외완전노출)2층진입 후 10시방향,35.15217465,126.9029454,주중/주말 : 24시간,1899-2100,2017-02-27
371,구서역,부산광역시 금정구 구서동 475,주차장 진입후 정면 주차면,35.245222,129.091099,24시간,1899-2100,2017-02-27
385,정방폭포,제주특별자치도 서귀포시 동홍동278,주차장 화장실 동측,33.245004,126.573164,주중/주말 : 24시간,1899-2100,2017-02-27
404,국립제주박물관,제주특별자치도 제주시 일주동로 17,주차장 입구 왼쪽,33.514248,126.54897,주중/주말 : 07시~19시,1899-2100,2017-02-27
378,전하시장 공영주차장,울산광역시 동구 전하동 449-10,주차장 진입후 좌측 주차면,35.51368,129.43089,24시간,1899-2100,2017-02-27
264,강화지사,인천광역시 강화군 강화읍 갑곳리 350,지사 내 고객주차장,37.74179492,126.4988768,24시간,1899-2100,2017-02-27
349,여수 대포리 졸음쉼터,전라남도 여수시 소라면 대포리 산 125-6,(실외완전노출) 엑스포대로 여수방향,34.815629,127.620338,주중/주말 : 24시간,1899-2100,2017-02-27
321,합천지사,경상남도 합천군 합천읍 대야로 921,지상주차장,35.570276,128.163234,24시간,1899-2100,2017-02-27
326,횡성지사 전기차 충전소 1,강원특별자치도 횡성군 횡성읍 읍하리 561-7,급속 미설치,37.48894918,127.9828043,24시간 개방,1899-2100,2017-02-27
351,양산동 주민센터,광주광역시 북구 양산동 1019,(실외완전노출)주민센터 주차장 입구,35.20917272,126.8796613,주중/주말 : 24시간,1899-2100,2017-02-27
357,성북동 주민센터,전라남도 나주시 성북동 145-6,우측 입구,35.03507792,126.7192143,주중/주말 : 24시간,1899-2100,2017-02-27
359,천연염색문화관,전라남도 나주시 다시면 회진리 163,진입 후 좌측 주차장,34.993124,126.661455,주중/주말 : 24시간,1899-2100,2017-02-27
361,동신대학교,전라남도 나주시 대호동 252,중앙도서관 옆문 주차장,35.04994723,126.7177687,주중/주말 : 24시간,1899-2100,2017-02-27
325,강남전력지사,서울특별시 서초구 서초동 1355,지하 1층 주차장 좌측,37.485861,127.028034,24시간,1899-2100,2017-02-27
365,중소기업 비지니스센터,경상남도 김해시 주촌면 농소리 638-3,주차장 진입후 건물끝쪽 주차면,35.21341509,128.8315262,24시간,1899-2100,2017-02-27
301,양평지사,경기도 양평군 강상면 교평리 396-1,주차장(정문에서 좌측),37.487193,127.480673,24시간,1899-2100,2017-02-27
302,동두천지사,경기도 동두천시 평화로 2262,1층주차장(정문에서 좌측),37.889739,127.057408,24시간,1899-2100,2017-02-27
304,화성지사,경기도 화성시 마도면 마도북로 403,지사 후면 주차장(주차장진입시 정면에 위치),37.206232,126.771805,24시간,1899-2100,2017-02-27
307,음성지사,충청북도 음성군 음성읍 읍내리 335,음성지사 사옥 정면 주차장,36.934189,127.694946,24시간,1899-2100,2017-02-27
308,아산지사,충청남도 아산시 권곡동 541-1,지사 전면 지상주차장,36.787417,127.00747,주중/주말 : 24시간,1899-2100,2017-02-27
312,홍성지사,충남 홍성군 홍성읍 월산리 852,후문 우측 업무용차량 주차장,36.6024781,126.6523498,주중/주말 : 24시간,1899-2100,2017-02-27
313,금산지사,충청남도 금산군 금산읍 아인리 198-5,도로쪽 입구 주차장,36.107525,127.482885,주중/주말 : 24시간,1899-2100,2017-02-27
416,유수암,제주특별자치도 제주시 애월읍 유수암리 1017-1,커피집 왼쪽,33.424263,126.408643,주중/주말 : 24시간,1899-2100,2017-02-27
429,동부소방서,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,본관건물 왼쪽,33.460444,126.910027,주중/주말 : 24시간,1899-2100,2017-02-27
412,서부경찰서,제주특별자치도 제주시 애월읍 애조로 215,주차장 위병소 옆,33.473854,126.406239,주중/주말 : 24시간,1899-2100,2017-02-27
314,부안지사,전북특별자치도 부안군 부안읍 선은리 642-4,부안 지사 옆면 주차장,35.73798962,126.7341292,24시간,1899-2100,2017-02-27
435,영실매표소,제주특별자치도 서귀포시 영실로 246,주차장 왼쪽(산쪽),33.340577,126.480083,주중/주말 : 24시간,1899-2100,2017-02-27
347,여주시청주차장,경기도 여주시 홍문동 4,지상주차장,37.29821698,127.6371706,주중/주말 : 06시~23시,1899-2100,2017-02-27
322,하동지사,"경상남도 하동군 하동읍 경서대로 83 (광평리, 한국전력하동지점)",정문앞,35.06469448,127.7455967,24시간,1899-2100,2017-02-27
334,대구전력관리처,대구광역시 수성구 수성동4가 1000-1,1층 주차장,35.86160057,128.6205188,주중/주말 : 개방불가(보안시설),1899-2100,2017-02-27
337,LH서울지사,서울특별시 강남구 선릉로 121길 12,좌측 지상주차장,37.514473,127.040862,주중/주말 : 06~22시,1899-2100,2017-02-27
340,예술의 전당,서울특별시 서초구 서초동 산 130-19,음악당 콘서트홀 버스주차장 입구 좌측,37.4798202,127.0120804,주중/주말 : 24시간,1899-2100,2017-02-27
336,강남세브란스 병원,서울 강남구 도곡동 146-92,왼쪽 지상주차장 진입 후 100미터,37.49270666,127.0464179,주중/주말 : 24시간,1899-2100,2017-02-27
270,평창지사,강원특별자치도 평창읍 중리 156-1,지사뒷편 주차장,37.370874,128.403546,주중/주말 : 06시~23시,1899-2100,2017-02-27
369,범서읍사무소,울산광역시 울주군 범서읍 천상리 442-2,주차장 진입 후 좌측 끝쪽 주차면,35.568429,129.231277,24시간,1899-2100,2017-02-27
358,이창동 주민센터,전라남도 나주시 이창동 511-9,우측 입구,34.997309,126.710237,주중/주말 : 24시간,1899-2100,2017-02-27
320,부산울산전력관리처(공용),부산광역시 부산진구 부전동 224-7,주차장 진입후 전력관리처 주차장,35.15277832,129.0606126,06~23시,1899-2100,2017-02-27
362,빛가람 주민센터,전라남도 나주시 빛가람동 202,입구 바로 앞 주차장,35.02163625,126.7906819,주중/주말 : 24시간,1899-2100,2017-02-27
440,청소년 문화의 집,제주특별자치도 서귀포시 화순로 56번길 20,도로측 오른쪽 주차장,33.249783,126.337094,주중/주말 : 24시간,1899-2100,2017-02-27
368,울산대공원 남문주차장,울산광역시 남구 옥동 364,주차장 입구 진입 후 A6구역,35.52665915,129.2856489,24시간,1899-2100,2017-02-27
309,보령지사,충청남도 보령시 옥마로 60,사옥 정문을 보고 좌측 건너편 맨 우측 충전기,36.337558,126.622671,주중/주말 : 24시간,1899-2100,2017-02-27
356,나주시청,전라남도 나주시 송월동 100,본관 좌측 전기차 전용 주차장,35.015306,126.710955,주중/주말 : 24시간,1899-2100,2017-02-27
415,유리의성,제주특별자치도 제주시 한경면 저지리 3135-1,주차장 들어가기전 오른쪽,33.31372732,126.2723234,주중/주말 : 24시간,1899-2100,2017-02-27
425,가시리 조랑말체험공원,제주특별자치도 서귀포시 표선면 가시리 3149-33,도로건너 주차장 오른쪽,33.383955,126.735769,주중/주말 : 24시간,1899-2100,2017-02-27
444,대전대덕구청 주차장,대전광역시 대덕구 대전로 1033번길 20,지상주차장 우측(관리실 후방),36.346201,127.415896,주중/주말 : 24시간,1899-2100,2017-02-27
342,서울시여성가족재단,서울특별시 동작구 대방동 345-1,지하3층 좌측 주차장,37.5111456,126.926809,06:00 ~ 22:00,1899-2100,2017-02-27
277,영덕지사,경상북도 영덕군 영덕읍 우곡리 286,사옥내 주차장,36.41145,129.375104,24시간,1899-2100,2017-02-27
279,거제지사,경상남도 거제시 고현동 959-11,건물정면 앞 지상주차장,34.88998237,128.6180427,24시간,1899-2100,2017-02-27
282,동대문디자인플라자,서울특별시 중구 을지로7가 2-1,지하2층 주차장 진입 후 정면,37.56621527,127.0101559,주중/주말 : 24시간,1899-2100,2017-02-27
284,배봉공영주차장,서울특별시 동대문구 휘경동 286-66,휘경중학교 옆 배봉공영주차장 내,37.58690804,127.0620476,주중/주말 : 24시간,1899-2100,2017-02-27
405,김창열미술관,제주특별자치도 제주시 한림읍 용금로 883-5,미술관앞 주차장,33.339346,126.268699,주중/주말 : 24시간,1899-2100,2017-02-27
280,진해지사,경상남도 창원시 진해구 여좌천로 122,입구 바로앞,35.163688,128.661621,06~23시,1899-2100,2017-02-27
436,영어교육도시119센터,제주특별자치도 서귀포시 대정읍 보성리 산 1-16,본관 후정 도로쪽 주차장,33.27893625,126.2732748,주중/주말 : 24시간,1899-2100,2017-02-27
353,광주도시철도공사,광주광역시 광산구 월전동 39-49,(실외)진입 후 우회전후 직진,35.12497613,126.7730113,24시간,1899-2100,2017-02-27
350,광주광역시립 미술관,광주광역시 북구 운암동 164,(실외완전노출)입구진입화장실우측,35.18069306,126.8820085,24시간,1899-2100,2017-02-27
303,가평지사,경기도 가평군 가평읍 가화로 169-11,1층주차장(정면),37.833892,127.510497,24시간,1899-2100,2017-02-27
283,국립현대미술관 서울관,서울특별시 종로구 소격동 165-10,지하3층 주차장 6번 기둥,37.57820177,126.9801122,주중/주말 : 24시간,1899-2100,2017-02-27
273,영주지사,경상북도 영주시 구성로 370,지상주차장(건물 북측 안쪽),36.82467,128.621953,주중/주말 : 06시~23시,1899-2100,2017-02-27
443,대전동구청 주차장,대전광역시 동구 동구청로 147,지상주차장 우측,36.311223,127.454838,24시간,1899-2100,2017-02-27
310,예산지사,충청남도 예산군 예산읍 산성리 87-6,한전예산지사 지상 주차장 우측,36.68867877,126.8433622,주중/주말 : 24시간,1899-2100,2017-02-27
289,강변테크노마트 주차장,서울특별시 광진구 구의동 546-4,지하4층 주차장,37.53569971,127.0957648,주중/주말 : 24시간,1899-2100,2017-02-27
